element_type,osmid,amenity,diet:vegan,diet:vegetarian,name,opening_hours,organic,website,wheelchair,geometry,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,phone,cuisine,source,source:date,old_name,toilets:wheelchair,brand,brand:wikidata,brand:wikipedia,email,delivery,description,smoking,takeaway,shop,survey:date,url,addr:housename,outdoor_seating,branch,facebook,image,mapillary,capacity,note,contact:phone,operator,payment:bitcoin,phone_1,bar,diet:mediterranean,diet:non-vegetarian,diet:omnivore,opening_hours:covid19,reservation,contact:email,contact:website,name:en,name:nl,ref:bag,alt_name,level,name:yue,name:zh,internet_access,diet:meat,name:es,short_name,craft,wikidata,wikipedia,check_date:opening_hours,vegan,payment:cash,payment:cryptocurrencies,payment:maestro,payment:visa_electron,delivery:covid19,microbrewery,toilets,fax,nodes,building,start_date,layer,note:BAG,fixme,indoor
node,2097763485,restaurant,,,Kicking Horse,,,,,POINT (4.2739513 52.0910226),,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,Location inside bookstore,,Paagman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2170799560,restaurant,,,Trattoria Da Gianni,,,,,POINT (4.3045784 52.08328),,,,,,,italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2334681697,restaurant,,,Palermo,,,,,POINT (4.2360909 52.0483388),,,,,,,pizza,Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2341113289,restaurant,,,New Laak,,,,,POINT (4.3106075 52.0590962),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2398766726,restaurant,only,only,Veggies on Fire,,,https://www.veggiesonfire.nl/,,POINT (4.2776822 52.0784785),'s-Gravenhage,,385,2562AZ,Beeklaan,,,BAG,2017-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2554353844,restaurant,,,Sarican,,,,,POINT (4.2927235 52.0728344),,,,,,,burger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2557401412,restaurant,,,Buen Provecho,,,,,POINT (4.3246476 52.0727018),'s-Gravenhage,NL,1,2515AK,Weteringkade,,,BAG,2017-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2558339987,restaurant,yes,yes,Kaai 13,Mo-Su 11:00-24:00,,https://www.kaai-13.nl/,,POINT (4.3157913 52.0735984),'s-Gravenhage,,13,2512BC,Dunne Bierkade,+3170-250 58 60,,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2590910702,restaurant,only,only,Vegane Glorie,We 10:00-16:00; Th-Sa 10:00-21:00,,https://www.veganeglorie.com/,,POINT (4.2702875 52.0933462),'s-Gravenhage,,1,2581RV,Douzastraat,+31 6 13395177,,BAG,2013-11-26,,,,,,,,,,,,,,,,,,,,,,,,,+31 70 2016917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2590911091,restaurant,,,Sui Sha Ya,,,,no,POINT (4.2848373 52.1141774),'s-Gravenhage,,1,2587TX,Zwolsestraat,+31 70 331 99 09,asian,BAG,2013-11-26,,,,,,,,,,,,,http://www.suishaya.nl/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2590915141,restaurant,,,DUO Eten & Drinken,Mo 10:00-17:00; Tu-Su 10:00-22:00,,http://www.duoetenendrinken.nl/,,POINT (4.2750332 52.1051306),'s-Gravenhage,,122,2584BL,Keizerstraat,+31 70 887 4844,french,BAG,2013-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2590916408,restaurant,,,Café de Bayonne,Th-Sa 17:00-23:00; Su 15:00-21:00,,,,POINT (4.2751514 52.1050329),'s-Gravenhage,,126,2584BM,Keizerstraat,+31 70 220 9451,basque,BAG,2013-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2590917196,restaurant,,,Poetri Ajoe,,,,,POINT (4.2706672 52.0914051),'s-Gravenhage,,134,2581AX,Van Boetzelaerlaan,,,BAG,2013-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2590918024,restaurant,,,Laartje,,,,,POINT (4.2749221 52.0923746),'s-Gravenhage,,141,2582TH,Antonie Duyckstraat,,,BAG,2013-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2590919076,restaurant,,,Grand Café Restaurant Westewind,,,https://westewind.nl/,,POINT (4.2806397 52.1130898),'s-Gravenhage,NL,15,2586JK,Strandweg,+31 70 350 59 63,,BAG,2013-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2590919202,restaurant,,,Zilt,11:00-22:00,,https://www.restaurantzilt.nl/,no,POINT (4.2794429 52.1170319),'s-Gravenhage,,150,2586JW,Strandweg,,,BAG,2013-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2590919466,restaurant,,,De Pier Pannenkoeken,,,http://www.pier.nl/food/De-Pier-Pannenkoeken.aspx,,POINT (4.2798491 52.1177228),'s-Gravenhage,,154,2586JW,Strandweg,,pancake,BAG,2013-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2590921559,restaurant,,,'t Pannekoekenhuisje Scheveningen,,,http://www.hetpannekoekenhuisje.nl/,limited,POINT (4.280789 52.1131896),'s-Gravenhage,NL,17,2586JK,Strandweg,+31 70 354 78 74,Pancake,BAG,2013-11-26,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2590922988,restaurant,,,Isola Sardegna,Mo-Su 11:00-23:00,,https://isola-sardegna.com/,,POINT (4.2735382 52.1063576),'s-Gravenhage,,18,2584BJ,Keizerstraat,+31 70 355 5920,italian,BAG,2013-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2590923660,restaurant,,,Grand Café Restaurant Vitesse,,,http://www.vitesse-scheveningen.nl/,,POINT (4.2809335 52.1132862),'s-Gravenhage,NL,19,2586JK,Strandweg,+31 70 354 71 79,,BAG,2013-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2590924996,restaurant,,,Gastrovino La Liguria,,,https://www.gastrovinolaliguria.nl/scheveningen/nl/,,POINT (4.2611167 52.0956199),'s-Gravenhage,,201,2583ER,Kranenburgweg,,italian,BAG;survey,2013-11-26,,,,,,,,,,,,2021-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2590925708,restaurant,,,Hudson Bar & Kitchen,,,,,POINT (4.2766946 52.0881048),'s-Gravenhage,,21,2582AH,Aert van der Goesstraat,,,BAG,2013-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2590925759,restaurant,,yes,Sgroppino Ristorante,Mo-Su 17:00-22:00,,https://www.sgroppino-ristorante.nl/,,POINT (4.2749004 52.087221),'s-Gravenhage,,21,2582XW,Jacob Gillesstraat,+31703310658,italian,BAG,2013-11-26,,,,,,,,,,,,,,,yes,,,,,,,,,,,yes,yes,yes,yes,same,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2590926829,restaurant,,,New World,,,https://www.newworld-denhaag.nl/,,POINT (4.2659603 52.0948748),'s-Gravenhage,,220C,2583CP,Doctor Lelykade,,sushi,BAG,2013-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2590935577,restaurant,,,Walong,,,www.restaurantwalong.nl,,POINT (4.2751328 52.0894221),'s-Gravenhage,,286,2582BN,Frederik Hendriklaan,,chinese,BAG,2013-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2590936405,restaurant,,,Grand Café Restaurant Binnen,,,http://www.grandcafebinnen.nl/,,POINT (4.2814975 52.1136815),'s-Gravenhage,NL,29A,2586JK,Strandweg,+31 70 354 20 95,,BAG,2013-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2590940546,restaurant,,,Prince of the East,,,,,POINT (4.2764599 52.1039707),'s-Gravenhage,,356,2584BP,Keizerstraat,+31 70 205 9220,arab; turkish,BAG,2013-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2590942214,restaurant,,,De Kleine Staat,,,,,POINT (4.2762218 52.0924783),'s-Gravenhage,,38K,2582GN,Statenlaan,,,BAG,2013-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2590944132,restaurant,,,De Javaan,,,,,POINT (4.277288 52.0877989),'s-Gravenhage,,45,2582AJ,Aert van der Goesstraat,,,BAG,2013-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2590946294,restaurant,,,Encore by Simonis,Mo-Th 17:00-22:00; Fr-Su 12:00-23:00,,https://www.simonisvis.nl/vestigingen/encore-by-simonis,,POINT (4.2664288 52.0955967),'s-Gravenhage,,5,2583CL,Doctor Lelykade,+31703060070,,BAG,2013-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2590947158,restaurant,,,La Galleria,,,https://www.lagalleria.nl/la-galleria-boulevard-scheveningen/,,POINT (4.2823971 52.1144535),'s-Gravenhage,,51,2586JL,Strandweg,,italian,BAG,2013-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2590948382,restaurant,,,Tasty,,,,,POINT (4.2776884 52.0947239),'s-Gravenhage,,58,2582BD,Frederik Hendriklaan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2590949340,restaurant,,,"Restaurant ""De Dis""",,,http://www.restaurantdedis.nl/,,POINT (4.279444 52.1059737),'s-Gravenhage,,6,2584HK,Badhuisstraat,+31 70 350 00 45,french,BAG,2013-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2590952114,restaurant,yes,yes,Eetcafe De Maatschappij,Mo-Th 15:00-01:30; Fr 15:00-02:00; Sa 14:00-02:00; Su 14:00-01:30,,http://demaatschappij.nl/menukaart/index.php,limited,POINT (4.273655 52.1060935),'s-Gravenhage,,67,2584BC,Keizerstraat,+31 70 350 2683,,BAG,2013-11-26,,,,,,,,,,,,,,,,,,,,,also a bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2590955278,restaurant,,,Wok & Chinese Mix,Mo 12:00-21:00; We-Su 12:00-21:00,,https://www.wokchineesmix-denhaag.nl/,,POINT (4.2739939 52.1058099),'s-Gravenhage,,75,2584BC,Keizerstraat,+31 70 354 7133,chinese,BAG,2013-11-26,,,,,,,yes,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2590956823,restaurant,,,Grillroom Miami beach,,,,,POINT (4.2848499 52.1147843),'s-Gravenhage,,84,2586JA,Zeekant,,grill,BAG,2013-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2590957458,restaurant,,,La Bruschetta,,,,,POINT (4.2764465 52.0882331),'s-Gravenhage,,9,2582AH,Aert van der Goesstraat,,,BAG,2013-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2599758680,restaurant,,,Kyoju,,,,,POINT (4.3680475 52.0401905),'s-Gravenhage,,178,2497CC,Plesmanlaan,,japanese,BAG,2013-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2599759354,restaurant,,,Corfu,,,http://www.corfuypenburg.nl/,,POINT (4.3681927 52.0402872),'s-Gravenhage,,184,2497CC,Plesmanlaan,,greek,BAG,2013-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2599759376,restaurant,,,Yami yami,,,https://www.yami-yami.nl/,,POINT (4.3682689 52.0403379),'s-Gravenhage,,186,2497CC,Plesmanlaan,,korean,BAG,2013-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2608616851,restaurant,,,Yami yami,,,http://www.yami-yami.nl/,,POINT (4.4013234 52.0650843),'s-Gravenhage,,20,2492JS,Jaap Hoekdreef,,,BAG,2013-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2608617087,restaurant,,,Suradiya,,,http://www.suradiya.nl/,,POINT (4.4015342 52.0652447),'s-Gravenhage,,21,2492JR,Simon Carmiggelthof,,surinam,BAG,2013-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2608638448,restaurant,,,De Smulhoeve,Sa-Su 10:00-17:00; Th-Fr 10:00-16:30; Tu-We 10:00-16:30,,,,POINT (4.3986312 52.0617255),'s-Gravenhage,,73,2493ZV,Socrateslaan,,,BAG,2013-11-26,,,,,,,,,,,,,,,,,,,,,,,Stichting Ipse De Bruggen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2700388308,restaurant,,,Basaal,,,https://www.restaurantbasaal.nl/,,POINT (4.3161906 52.0737408),'s-Gravenhage,,3,2512BC,Dunne Bierkade,,international,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2700388319,restaurant,,,Eten bij Werelds,,,http://www.etenbijwerelds.nl/,,POINT (4.3187715 52.0748422),'s-Gravenhage,,16A,2512AB,Bierkade,070 363 3321,international,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2700388322,restaurant,,,El Barrio tapas,,,,,POINT (4.320871 52.0753522),'s-Gravenhage,,,,Uilebomen,,international,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2702796876,restaurant,,,Dungelmann 1861,,,https://www.facebook.com/pages/Dungelmann-New-Babylon/1507054906209734?sk=timeline&ref=page_internal,,POINT (4.3247568 52.0824686),'s-Gravenhage,,107,2595AA,Koningin Julianaplein,,,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2702849743,restaurant,,,Minglemush,,,http://www.minglemush.nl/,,POINT (4.3257353 52.0817608),'s-Gravenhage,,712,2595DK,Anna van Buerenplein,,,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2704278361,restaurant,,,Trattoria Ferron,,,https://www.trattoriaferron.nl/,,POINT (4.3112389 52.0977021),'s-Gravenhage,,127,2596JK,Oostduinlaan,+31 70 328 1633,,"BAG,survey",2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2704382472,restaurant,,,Donato Delicatessen,"Mo-Fr 09:00-18:30, Sa 09:00-17:30",,http://donatodelicatessen.nl/,,POINT (4.325151 52.0918499),'s-Gravenhage,,22A,2596ER,Van Hoytemastraat,+31 70 3246022,,BAG,2014-02-11,,,,,,,,,,,deli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2704384619,restaurant,,,Brasserie Le Quartier,,,,limited,POINT (4.3253168 52.0923878),'s-Gravenhage,,43,2596EN,Van Hoytemastraat,,,BAG,2014-02-11,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2704385479,restaurant,,,Cucina Di Casa,,,https://cucinadicasa.nl/,,POINT (4.3238544 52.09328),'s-Gravenhage,,60,2596VG,Paul Gabriëlstraat,,,BAG;survey,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2704386206,restaurant,,,Lof der Zotheid,,,,,POINT (4.326907 52.0933877),'s-Gravenhage,NL,84,2596HD,Breitnerlaan,,regional,BAG,2017-11-08,,,,,,,,,,,,,,,,,,,,,,+31 70 324 17 82,,,,,,,,,,denhaag@lofderzotheid.nl,www.lofderzotheid.nl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2704590465,restaurant,,,Maison de la Forêt,,,,,POINT (4.3330638 52.0868941),'s-Gravenhage,,116,2594AZ,Bezuidenhoutseweg,,,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2704590857,restaurant,,,Tabasco,,,,,POINT (4.3307191 52.08354),'s-Gravenhage,,12,2593AN,Theresiastraat,,,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2704591994,restaurant,,,Bij Mauce,,,http://bijmauce.nl/,,POINT (4.3309764 52.0837088),'s-Gravenhage,,14,2593AN,Theresiastraat,+31 70 335 51 44,,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2704592367,restaurant,,,BLT,,,,,POINT (4.3304387 52.0830837),'s-Gravenhage,,15,2593AA,Theresiastraat,,,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2704594547,restaurant,,,La Cantina di Pierino,,,,,POINT (4.3312996 52.0838417),'s-Gravenhage,,18A,2593AN,Theresiastraat,,italian,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2704594888,restaurant,,,Christian,,,,,POINT (4.3352842 52.0875279),'s-Gravenhage,,1F,2593BH,Laan van Nieuw-Oost-Indië,,,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2704596390,restaurant,,,Madame Moustache,,,,,POINT (4.3305795 52.0831622),'s-Gravenhage,,37,2593AA,Theresiastraat,,,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2704596548,restaurant,,,La Vina,,,,,POINT (4.3306806 52.0832071),'s-Gravenhage,,39,2593AA,Theresiastraat,,,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2704597384,restaurant,,,Sarinandé,,,https://sarinande.nl/,,POINT (4.3306519 52.0837561),'s-Gravenhage,,53,2595EB,Adelheidstraat,+31 70 385 63 58,,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2704599339,restaurant,,,Street sushi,Mo-Sa 12:00-19:00,,http://www.streetsushi.nl,,POINT (4.334439 52.0851028),'s-Gravenhage,,84K,2593AR,Theresiastraat,06-1544 6359,japanese,BAG,2017-11-08,,,,,,info@streetsushi.nl,,,,,,,,,,,,,,,,,,,,,,,,,,,,Street sushi,Street sushi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2704600175,restaurant,,,Bon Vivant,,,,,POINT (4.3355064 52.0873152),'s-Gravenhage,,9A,2593BH,Laan van Nieuw-Oost-Indië,,,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2704720834,restaurant,,,Het Spinnewiel,,,,,POINT (4.3425552 52.0812686),'s-Gravenhage,,279A,2593BS,Laan van Nieuw-Oost-Indië,,,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2704721786,restaurant,,,Pan,Mo 10:00-16:00; Tu-Fr 10:00-23:00; Sa 16:00-23:00,,https://www.cafepan.nl/,,POINT (4.337763 52.0815812),'s-Gravenhage,,53,2595SM,2e Louise de Colignystraat,+31 70 3814014,,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2707846350,restaurant,,,Paviljoen Kobus,"Tu-Fr 09:00-21:00; Sa,Su 10:30-19:30",,http://www.kobus.nu,,POINT (4.333794 52.0670833),'s-Gravenhage,,121,2516SB,Trekweg,+31 70 30 70 911,regional,BAG,2014-02-11,,,,,,info@kobus.nu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2707885733,restaurant,,,Lasanie,"Tu-Fr 15:00-22:30; Sa,Su 14:00-22:30",,,,POINT (4.3327638 52.0617477),'s-Gravenhage,,331,2516HG,Rijswijkseweg,+31703906715,,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2707885796,restaurant,,,Karczma Polski Stól,,,,,POINT (4.3331662 52.0613176),'s-Gravenhage,NL,369,2516HJ,Rijswijkseweg,,polish,BAG,2017-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2708403056,restaurant,,,Restaurant Babayani,,,,,POINT (4.3279012 52.0612628),'s-Gravenhage,,1,2522EA,Lorentzplein,+31702057481,turkish,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2708407114,restaurant,,,Thessaloniki,,,,,POINT (4.3279666 52.0613782),'s-Gravenhage,,259,2522AN,Van Musschenbroekstraat,+31703901654,greek,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2709731840,restaurant,,,Camp David,Mo-We 16:45-00:45; Th 16:45-24:00; Fr-Sa 16:45-01:15; Su 16:45-00:45,,https://www.restaurantcampdavidden.nl/,,POINT (4.3218495 52.0590258),'s-Gravenhage,,9,2523AR,Jonckbloetplein,+31703954300,egyptian,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2709822461,restaurant,,,Foe City,,,,,POINT (4.3247542 52.1045818),'s-Gravenhage,,20,2597GS,Willem Royaardsplein,,chinese,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2709936277,restaurant,,,Aleppo Castle,Mo-Sa 12:00-23:00,,https://www.restaurant-aleppo.nl/,,POINT (4.314017 52.0560635),'s-Gravenhage,,4,2523EA,Goeverneurplein,+31707859570,,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2709936567,restaurant,,,Bolu Dağı Restaurant,,,,,POINT (4.3184603 52.0575578),'s-Gravenhage,,469,2523CC,Goeverneurlaan,+31703935074,,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2709937944,restaurant,,,Al Rafidain vis restaurant,Mo-Su 11:00-01:00,,http://www.alrafidainvis.nl/,,POINT (4.3146425 52.0561739),'s-Gravenhage,,655,2523CJ,Goeverneurlaan,,fish,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2709957615,restaurant,,,Mekar,,,,,POINT (4.3532068 52.088605),'s-Gravenhage,,11,2592XG,Tarwekamp,,indonesian,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2709957721,restaurant,,,Toko Djadi,,,http://www.tokodjadi.nl/,,POINT (4.3386283 52.0851872),'s-Gravenhage,,110,2593BZ,Laan van Nieuw-Oost-Indië,,chinese;indonesian,BAG,2014-02-11,,,,,,,,"(Afhaal)restaurant. Chinees en Indonesische keuken diner aan tafeltjes, of meenemen danwel bezorging.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2709968851,restaurant,,,Kook en Proefstudio Den Haag,,,,,POINT (4.3501438 52.089956),'s-Gravenhage,,222,2592BM,Haverkamp,,,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2709970490,restaurant,,,It's all Greek 2 me,,,,,POINT (4.3429731 52.0814238),'s-Gravenhage,,276,2593CE,Laan van Nieuw-Oost-Indië,,greek,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2709973686,restaurant,,,Taormina,,,,,POINT (4.3429334 52.0819476),'s-Gravenhage,,33,2593GA,Stuyvesantstraat,,,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
